celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated,var_week_1,var_week_2,var_week_3,var_week_4,var_week_5,var_week_6,var_week_7,var_week_8,var_week_9,var_week_10,var_week_11,season_mean_week_variance,season_flag,avg_weekly_rank,final_rank_parsed,episodes_participated_parsed,rank_difference,season_flag_parsed,avg_agg_score,avg_week_variance
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,5,5,5,5,7,6,6,6,6,6,7,7,8,7,8,8,8.875,8.875,9.375,8.875,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,20.0,12.0,25.0,12.0,26.0,11.0,31.0,8.0,36.0,7.0,32.0,9.0,,,,,,,,,,,6,18.859375,10.248888888888887,10.88265306122449,11.786982248520712,10.588541666666666,9.05,5.111111111111111,24.6875,7.38888888888889,1.0,,10.960394086530076,False,9.833333333333334,10.0,6,-0.16666666666666607,False,28.333333333333332,10.960394086530076
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,6,6,7,7,6,7,7,7,7,7,8,9,8,8,9,8.875,8.375,8.875,9.375,9,8,8,9,8.5,9,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,26.0,7.0,27.0,9.0,29.0,7.0,34.0,4.0,35.5,9.0,34.0,5.0,34.5,8.0,,,,,,,,,7,18.859375,10.248888888888887,10.88265306122449,11.786982248520712,10.588541666666666,9.05,5.111111111111111,24.6875,7.38888888888889,1.0,,10.960394086530076,False,7.0,9.0,7,-2.0,False,31.428571428571427,10.960394086530076
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,6,6,6,6,7,7,7,7,8,8,8,8,9,8,8,9,9.625,10.125,9.625,9.625,9,9,9,9,8.5,9,9,8.5,9,8,9,9,0,0,0,0,0,0,0,0,,,,,24.0,8.0,28.0,6.0,32.0,4.0,34.0,4.0,39.0,5.0,36.0,3.0,35.0,7.0,35.0,7.0,,,,,,,8,18.859375,10.248888888888887,10.88265306122449,11.786982248520712,10.588541666666666,9.05,5.111111111111111,24.6875,7.38888888888889,1.0,,10.960394086530076,False,5.5,8.0,8,-2.5,False,32.875,10.960394086530076
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10.375,10.375,10.375,10.875,10,10,10,10,9.5,9.5,10,10,11.25,11.25,11.25,11.25,10,10,10,10,10,10,10,10,,,,,32.0,1.0,32.0,1.0,33.0,1.0,36.0,1.0,42.0,1.0,40.0,1.0,39.0,1.0,45.0,1.0,40.0,1.0,40.0,1.0,,,10,18.859375,10.248888888888887,10.88265306122449,11.786982248520712,10.588541666666666,9.05,5.111111111111111,24.6875,7.38888888888889,1.0,,10.960394086530076,False,1.0,1.0,10,0.0,False,37.9,10.960394086530076
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5,5,5,5,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,20.0,12.0,23.0,14.0,,,,,,,,,,,,,,,,,,,2,18.859375,10.248888888888887,10.88265306122449,11.786982248520712,10.588541666666666,9.05,5.111111111111111,24.6875,7.38888888888889,1.0,,10.960394086530076,False,13.0,15.0,2,-2.0,False,21.5,10.960394086530076
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4,4,5,4,7,6,7,7,6,5,6,6,8,7,7,7,7.75,7.75,7.75,7.75,7,7,7,7,7.5,8,8,8,8,7,7,7,0,0,0,0,0,0,0,0,,,,,17.0,16.0,27.0,9.0,23.0,14.0,29.0,9.0,31.0,12.0,28.0,10.0,31.5,9.0,29.0,8.0,,,,,,,8,18.859375,10.248888888888887,10.88265306122449,11.786982248520712,10.588541666666666,9.05,5.111111111111111,24.6875,7.38888888888889,1.0,,10.960394086530076,False,10.875,7.0,8,3.875,False,26.9375,10.960394086530076
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7,7,7,7,7,7,7,7,8,7,7,8,8,8,8,8,9.75,9.25,9.75,9.75,9,9,9,9,9,9.5,9,9,11.25,10.25,10.25,10.25,9.5,9,9,9,9.5,9.5,9.5,9.5,,,,,28.0,3.0,28.0,6.0,30.0,6.0,32.0,6.0,38.5,6.0,36.0,3.0,36.5,4.0,42.0,3.0,36.5,3.0,38.0,3.0,,,10,18.859375,10.248888888888887,10.88265306122449,11.786982248520712,10.588541666666666,9.05,5.111111111111111,24.6875,7.38888888888889,1.0,,10.960394086530076,False,4.3,4.0,10,0.2999999999999998,False,34.55,10.960394086530076
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,10.25,10.25,10.25,10.25,9,9,9,10,9,9,8.5,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,28.0,3.0,32.0,1.0,33.0,1.0,36.0,1.0,41.0,2.0,37.0,2.0,35.5,6.0,40.0,4.0,40.0,1.0,40.0,1.0,,,10,18.859375,10.248888888888887,10.88265306122449,11.786982248520712,10.588541666666666,9.05,5.111111111111111,24.6875,7.38888888888889,1.0,,10.960394086530076,False,2.2,2.0,10,0.20000000000000018,False,36.25,10.960394086530076
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5,5,5,,6,5,5,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,15.0,9.0,16.0,9.0,,,,,,,,,,,,,,,,,,,2,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,9.0,13.0,2,-4.0,False,15.5,11.781004199936554
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6,5,6,,6,6,6,,6,6,7,7,7,7,7,,7,8,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,17.0,7.0,18.0,7.0,26.0,6.0,21.0,6.0,22.0,8.0,,,,,,,,,,,,,5,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,6.8,10.0,5,-3.2,False,20.8,11.781004199936554
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6,5,5,,5,5,5,,6,6,7,6,6,6,6,,8,8,8,,8.25,7.25,8.25,8.25,8,8,8.5,8,8.75,8.75,8.75,8.75,0,0,0,0,0,0,0,,0,0,0,,16.0,8.0,15.0,10.0,25.0,7.0,18.0,10.0,24.0,4.0,32.0,7.0,32.5,7.0,35.0,5.0,,,,,,,8,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,7.25,7.0,8,0.25,False,24.6875,11.781004199936554
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5,4,4,,7,6,6,,6,6,6,6,6,6,6,,7,7,7,,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,,9,8.5,9,,13.0,11.0,19.0,6.0,24.0,8.0,18.0,10.0,21.0,9.0,31.0,8.0,35.0,6.0,36.0,4.0,32.0,5.0,25.5,5.0,26.5,5.0,11,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,7.0,5.0,11,2.0,False,25.545454545454547,11.781004199936554
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6,6,6,,8,8,8,,8,8,8,8,9,9,9,,9,10,9,,10.25,10.25,11.25,10.25,9.5,9,9.5,9,10,10,10,10,9.75,9.75,10.75,10.75,10,10,10,,10,10,10,,18.0,5.0,24.0,1.0,32.0,3.0,27.0,1.0,28.0,1.0,42.0,1.0,37.0,1.0,40.0,2.0,41.0,2.0,30.0,1.0,30.0,1.0,11,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,1.7272727272727273,1.0,11,0.7272727272727273,False,31.727272727272727,11.781004199936554
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6,6,6,,5,5,5,,5,5,6,6,7,7,7,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,18.0,5.0,15.0,10.0,22.0,11.0,21.0,6.0,,,,,,,,,,,,,,,4,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,8.0,11.0,4,-3.0,False,19.0,11.781004199936554
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4,4,4,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,12.0,12.0,,,,,,,,,,,,,,,,,,,,,1,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,12.0,14.0,1,-2.0,False,12.0,11.781004199936554
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4,4,4,,6,6,6,,5,5,5,5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,12.0,12.0,18.0,7.0,20.0,12.0,,,,,,,,,,,,,,,,,3,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,10.333333333333334,12.0,3,-1.666666666666666,False,16.666666666666668,11.781004199936554
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7,7,7,,8,8,8,,9,8,9,8,8,8,8,,9,9,9,,9.75,9.75,9.75,9.75,8.5,8.5,10,9,8,9,8,8,10.75,10.75,10.75,10.75,9.5,9.5,9.5,,10,10,10,,21.0,2.0,24.0,1.0,34.0,1.0,24.0,3.0,27.0,3.0,39.0,3.0,36.0,4.0,33.0,6.0,43.0,1.0,28.5,4.0,30.0,1.0,11,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,2.6363636363636362,2.0,11,0.6363636363636362,False,30.863636363636363,11.781004199936554
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6,7,6,,7,7,7,,7,6,7,7,7,7,8,,8,8,8,,9,9,9,10,9.5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,19.0,4.0,21.0,3.0,27.0,5.0,22.0,5.0,24.0,4.0,37.0,5.0,36.5,3.0,,,,,,,,,7,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,4.142857142857143,8.0,7,-3.8571428571428568,False,26.642857142857142,11.781004199936554
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,4,4,4,,5,5,5,,6,5,7,6,7,7,7,,6,6,6,,7.25,7.25,7.25,7.25,8,8,8,8,7,7,7,7,8,7,8,7,0,0,0,,0,0,0,,12.0,12.0,15.0,10.0,24.0,8.0,21.0,6.0,18.0,10.0,29.0,9.0,32.0,8.0,28.0,7.0,30.0,6.0,,,,,9,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,8.444444444444445,6.0,9,2.4444444444444446,False,23.22222222222222,11.781004199936554
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,5,5,5,,4,4,4,,7,5,6,5,7,6,6,,8,8,8,,8.5,8.5,7.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,15.0,9.0,12.0,13.0,23.0,10.0,19.0,9.0,24.0,4.0,33.0,6.0,,,,,,,,,,,6,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,8.5,9.0,6,-0.5,False,21.0,11.781004199936554
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,7,7,8,,7,7,7,,8,8,8,8,8,8,8,,10,9,9,,9.75,9.75,8.75,9.75,9,9,9,9,9.75,9.75,9.75,9.75,9,10,9,10,10,9.5,10,,9.5,10,10,,22.0,1.0,21.0,3.0,32.0,3.0,24.0,3.0,28.0,1.0,38.0,4.0,36.0,4.0,39.0,3.0,38.0,3.0,29.5,2.0,29.5,3.0,11,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,2.727272727272727,4.0,11,-1.272727272727273,False,30.636363636363637,11.781004199936554
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7,7,7,,6,7,7,,9,8,9,8,8,9,8,,8,8,8,,10,10,10,11,9,9,10,9,9.75,10.75,10.75,10.75,9,9,9,10,9.5,9.5,10,,9.5,10,10,,21.0,2.0,20.0,5.0,34.0,1.0,25.0,2.0,24.0,4.0,41.0,2.0,37.0,1.0,42.0,1.0,37.0,4.0,29.0,3.0,29.5,3.0,11,11.392857142857142,12.366863905325443,21.743055555555557,7.785123966942149,9.0,19.28395061728395,3.375,19.26530612244898,21.13888888888889,2.5,1.7399999999999998,11.781004199936554,False,2.5454545454545454,3.0,11,-0.4545454545454546,False,30.863636363636363,11.781004199936554
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6,6,5,,7,6,6,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,17.0,11.0,19.0,9.0,,,,,,,,,,,,,,,,,,,2,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,10.0,12.0,2,-2.0,False,18.0,5.233941803870208
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5,5,5,,6,4,5,,6.5,5.5,5.5,5.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,15.0,13.0,15.0,12.0,23.0,10.0,,,,,,,,,,,,,,,,,3,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,11.666666666666666,10.0,3,1.666666666666666,False,17.666666666666668,5.233941803870208
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6,5,5,,6,4,5,,6,5,5,5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,16.0,12.0,15.0,12.0,21.0,11.0,,,,,,,,,,,,,,,,,3,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,11.666666666666666,10.0,3,1.666666666666666,False,17.333333333333332,5.233941803870208
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8,7,8,,8,8,8,,8.5,8.5,9,8.5,8,8,8,8,9,9,9,,10,11,11,,10,10,10,,9.5,9.5,10,,10,10,10,,,,,,,,,,23.0,1.0,24.0,1.0,34.5,2.0,32.0,4.0,27.0,1.0,32.0,1.0,30.0,1.0,29.0,1.0,30.0,1.0,,,,,9,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,1.4444444444444444,3.0,9,-1.5555555555555556,False,29.055555555555557,5.233941803870208
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8,7,7,,8,7,7,,7,6.5,6,6.5,7,8,7,7,8,8,8,,11,10,10,,8,8,8,,0,0,0,,0,0,0,,,,,,,,,,22.0,2.0,22.0,2.0,26.0,9.0,29.0,9.0,24.0,6.0,31.0,3.0,24.0,6.0,,,,,,,,,7,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,5.285714285714286,6.0,7,-0.7142857142857144,False,25.428571428571427,5.233941803870208
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7,6,7,,7,7,7,,7.5,7.5,8,7,9,9,9,9,8.5,8.5,8.5,,10,9,9,,8.5,8.5,8.5,,9,9,9,,9,9.5,9.5,,,,,,,,,,20.0,5.0,21.0,5.0,30.0,6.0,36.0,1.0,25.5,4.0,28.0,5.0,25.5,5.0,27.0,4.0,28.0,5.0,,,,,9,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,4.444444444444445,5.0,9,-0.5555555555555554,False,26.77777777777778,5.233941803870208
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7,7,7,,8,7,7,,8,8,7.5,7.5,8,9,8,8,8,8,8,,10,9,9,,9.5,9,8.5,,9,8.5,9,,10,9.5,10,,,,,,,,,,21.0,3.0,22.0,2.0,31.0,3.0,33.0,3.0,24.0,6.0,28.0,5.0,27.0,3.0,26.5,5.0,29.5,2.0,,,,,9,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,3.5555555555555554,4.0,9,-0.44444444444444464,False,26.88888888888889,5.233941803870208
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6,6,6,,7,7,7,,7.5,7,7,6.5,8,8,8,8,9,8.5,8.5,,8,8,8,,9,8.5,8.5,,9.5,9.5,9.5,,9.5,9.5,9.5,,,,,,,,,,18.0,8.0,21.0,5.0,28.0,7.0,32.0,4.0,26.0,2.0,24.0,7.0,26.0,4.0,28.5,3.0,28.5,4.0,,,,,9,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,4.888888888888889,2.0,9,2.8888888888888893,False,25.77777777777778,5.233941803870208
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,6,6,6,,6,5,6,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,18.0,8.0,17.0,11.0,,,,,,,,,,,,,,,,,,,2,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,9.5,12.0,2,-2.5,False,17.5,5.233941803870208
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6,6,6,,7,6,7,,7.5,7.5,8,7.5,8,8,8,8,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,18.0,8.0,20.0,8.0,30.5,5.0,32.0,4.0,,,,,,,,,,,,,,,4,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,6.25,9.0,4,-2.75,False,25.125,5.233941803870208
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,7,6,6,,7,7,7,,7.5,7.5,6,7,8,8,8,8,8,8,8,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,19.0,6.0,21.0,5.0,28.0,7.0,32.0,4.0,24.0,6.0,,,,,,,,,,,,,5,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,5.6,8.0,5,-2.4000000000000004,False,24.8,5.233941803870208
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,7,6,6,,6,6,7,,8,8,7,8,8,8,8,8,8.5,8.5,8.5,,11,10,10,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,19.0,6.0,19.0,9.0,31.0,3.0,32.0,4.0,25.5,4.0,31.0,3.0,,,,,,,,,,,6,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,4.833333333333333,7.0,6,-2.166666666666667,False,26.25,5.233941803870208
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7,7,7,,8,7,7,,9,9,8.5,8.5,9,9,9,9,8.5,8.5,9,,11,10,11,,9,9.5,9,,9.5,10,9.5,,9.5,10,10,,,,,,,,,,21.0,3.0,22.0,2.0,35.0,1.0,36.0,1.0,26.0,2.0,32.0,1.0,27.5,2.0,29.0,1.0,29.5,2.0,,,,,9,5.076923076923077,7.053254437869824,17.12809917355372,4.222222222222222,1.125,7.387755102040816,3.4722222222222228,1.1,0.5399999999999999,,,5.233941803870208,False,1.6666666666666667,1.0,9,0.6666666666666667,False,28.666666666666668,5.233941803870208
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4,5,,,5,5,5,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,9.0,13.0,15.0,14.0,,,,,,,,,,,,,,,,,,,2,4.061224489795919,4.979591836734693,4.07638888888889,3.5206611570247928,12.01,15.6,20.09876543209877,2.49609375,19.387755102040817,0.38888888888888884,0.11560178240000003,7.884997393442979,False,13.5,13.0,2,0.5,False,12.0,7.884997393442979
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6,6,,,7,6,6,,7,7,7,,7,7,7,,7,7,7,8,9,9,9,9,8.5,8.5,8.5,9.5,9.5,9,9.5,9,0,0,0,0,0,0,0,,0,0,0,,12.0,6.0,19.0,10.0,21.0,8.0,21.0,9.0,29.0,8.0,36.0,3.0,35.0,6.0,37.0,7.0,,,,,,,8,4.061224489795919,4.979591836734693,4.07638888888889,3.5206611570247928,12.01,15.6,20.09876543209877,2.49609375,19.387755102040817,0.38888888888888884,0.11560178240000003,7.884997393442979,False,7.125,8.0,8,-0.875,False,26.25,7.884997393442979
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,6,6,,,7,7,7,,7,7,7,,8,8,8,,8,7,7,8,9,9,9,9,8,8,8,8,9,9.5,10,9,9,9,9,9,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,12.0,6.0,21.0,5.0,21.0,8.0,24.0,2.0,30.0,6.0,36.0,3.0,32.0,8.0,37.5,6.0,36.0,6.0,28.5,4.0,28.9998,5.0,11,4.061224489795919,4.979591836734693,4.07638888888889,3.5206611570247928,12.01,15.6,20.09876543209877,2.49609375,19.387755102040817,0.38888888888888884,0.11560178240000003,7.884997393442979,False,5.363636363636363,5.0,11,0.3636363636363633,False,27.909072727272726,7.884997393442979
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,5,5,,,6,6,6,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,10.0,9.0,18.0,11.0,,,,,,,,,,,,,,,,,,,2,4.061224489795919,4.979591836734693,4.07638888888889,3.5206611570247928,12.01,15.6,20.09876543209877,2.49609375,19.387755102040817,0.38888888888888884,0.11560178240000003,7.884997393442979,False,10.0,13.0,2,-3.0,False,14.0,7.884997393442979
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,5,5,,,8,7,7,,8,8,8,,8,8,8,,8,8,8,8,10,9,10,10,10,9,9,10,10,9.5,10,9.5,9.5,10.5,9.5,9.5,9.5,9.5,9.5,,9.6666,10,10,,10.0,9.0,22.0,1.0,24.0,1.0,24.0,2.0,32.0,5.0,39.0,1.0,38.0,4.0,39.0,2.0,39.0,5.0,28.5,4.0,29.666600000000003,2.0,11,4.061224489795919,4.979591836734693,4.07638888888889,3.5206611570247928,12.01,15.6,20.09876543209877,2.49609375,19.387755102040817,0.38888888888888884,0.11560178240000003,7.884997393442979,False,3.272727272727273,3.0,11,0.27272727272727293,False,29.5606,7.884997393442979
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,5,4,,,6,5,5,,6,6,6,,6,6,6,,6,6,6,6,7,6,7,7,7.25,7.25,7.25,7.25,8,8.5,9.5,8,8,7,7,7,0,0,0,,0,0,0,,9.0,13.0,16.0,13.0,18.0,11.0,18.0,11.0,24.0,10.0,27.0,10.0,29.0,9.0,34.0,8.0,29.0,7.0,,,,,9,4.061224489795919,4.979591836734693,4.07638888888889,3.5206611570247928,12.01,15.6,20.09876543209877,2.49609375,19.387755102040817,0.38888888888888884,0.11560178240000003,7.884997393442979,False,10.222222222222221,7.0,9,3.2222222222222214,False,22.666666666666668,7.884997393442979
