season,week,celebrity_name,ballroom_partner,results,placement,judge1_score,judge2_score,judge3_score,judge4_score,total_judge_score,judge_rank,judge_percent,active,true_elim_flag,exit_type,exit_week,data_anomaly_zero_score
23,9,Vanilla Ice,Witney Carson,Eliminated Week 4,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
23,9,Jana Kramer,Gleb Savchenko,Eliminated Week 11,4,10.0,10.0,10.0,10.0,40.0,1.5,0.1762114537444934,True,0,eliminated,11.0,False
23,9,Terra Jole,Sasha Farber,Eliminated Week 10,5,10.0,10.0,9.0,9.0,38.0,3.0,0.16740088105726872,True,0,eliminated,10.0,False
24,9,Charo,Keo Motsepe,Eliminated Week 3,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
24,9,Mr. T,Kym Herjavec,Eliminated Week 4,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
24,9,Heather Morris,Maksim Chmerkoskiy,Eliminated Week 6,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
24,9,Nancy Kerrigan,Artem Chigvintsev,Eliminated Week 7,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
24,9,Bonner Bolton,Sharna Burgess,Eliminated Week 8,5,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
24,9,Simone Biles,Sasha Farber,Eliminated Week 9,4,10.0,10.0,10.0,10.0,40.0,1.0,0.264026402640264,True,1,eliminated,9.0,False
24,9,David Ross,Lindsay Arnold,2nd Place,2,9.0,8.5,9.0,8.5,35.0,4.0,0.23102310231023102,True,0,finished,10.0,False
24,9,Rashad Jennings,Emma Slater,1st Place,1,9.5,9.0,10.0,10.0,38.5,2.0,0.25412541254125415,True,0,finished,10.0,False
24,9,Chris Kattan,Witney Carson,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
24,9,Erika Jayne,Gleb Savchenko,Eliminated Week 5,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,5.0,True
24,9,Normani,Valentin Chmerkovskiy,3rd Place,3,9.5,9.5,9.5,9.5,38.0,3.0,0.2508250825082508,True,0,finished,10.0,False
24,9,Nick Viall,Peta Murgatroyd,Eliminated Week 7,6,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
25,9,Sasha Pieterse,Gleb Savchenko,Eliminated Week 5,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
25,9,Frankie Muniz,Witney Carson,3rd Place,3,8.5,8.0,9.0,,25.5,4.0,0.18888888888888888,True,0,finished,10.0,False
25,9,Jordan Fisher,Lindsay Arnold,1st Place,1,9.5,9.5,10.0,,29.0,1.0,0.21481481481481482,True,0,finished,10.0,False
25,9,Derek Fisher,Sharna Burgess,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
25,9,Nikki Bella,Artem Chigvintsev,Eliminated Week 7,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
25,9,Terrell Owens,Cheryl Burke,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
25,9,Victoria Arlen,Valentin Chmerkovskiy,Eliminated Week 9,5,9.0,9.5,9.5,,28.0,3.0,0.2074074074074074,True,1,eliminated,9.0,False
25,9,Barbara Corcoran,Keo Motsepe,Eliminated Week 2,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
25,9,Lindsey Stirling,Mark Ballas,2nd Place,2,9.5,9.0,10.0,,28.5,2.0,0.2111111111111111,True,0,finished,10.0,False
25,9,Debbie Gibson,Alan Bersten,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
25,9,Nick Lachey,Peta Murgatroyd,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
25,9,Drew Scott,Emma Slater,Eliminated Week 10,4,8.0,8.0,8.0,,24.0,5.0,0.17777777777777778,True,0,eliminated,10.0,False
25,9,Vanessa Lachey,Maksim Chmerkoskiy,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
27,9,Juan Pablo Di Pace,Cheryl Burke,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
27,9,Evanna Lynch,Keo Motsepe,3rd Place,3,10.0,10.0,10.0,,30.0,1.5,0.2597402597402597,True,0,finished,9.0,False
27,9,Nancy McKeon,Valentin Chmerkovskiy,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
27,9,John Schneider,Emma Slater,Eliminated Week 7,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
27,9,Milo Manheim,Witney Carson,2nd Place,2,10.0,10.0,10.0,,30.0,1.5,0.2597402597402597,True,0,finished,9.0,False
27,9,Danelle Umstead,Artem Chigvintsev,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
27,9,Mary Lou Retton,Sasha Farber,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
27,9,DeMarcus Ware,Lindsay Arnold,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
27,9,Nikki Glaser,Gleb Savchenko,Eliminated Week 1,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
27,9,Bobby Bones,Sharna Burgess,1st Place,1,9.0,9.0,9.0,,27.0,4.0,0.23376623376623376,True,0,finished,9.0,False
27,9,Tinashe,Brandon Armstrong,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
27,9,Alexis Ren,Alan Bersten,4th Place,4,9.5,9.5,9.5,,28.5,3.0,0.24675324675324675,True,0,finished,9.0,False
27,9,Joe Amabile,Jenna Johnson,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
28,9,Kate Flannery,Pasha Pashkov,Eliminated Week 8,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
28,9,James Van Der Beek,Emma Slater,Eliminated Week 10,5,9.0,8.5,9.5,9.0,36.0,3.0,0.17266187050359713,True,0,eliminated,10.0,False
28,9,Kel Mitchell,Witney Carson,2nd Place,2,9.0,9.0,9.5,9.5,37.0,2.0,0.1774580335731415,True,0,finished,11.0,False
28,9,Ray Lewis,Cheryl Burke,Withdrew,11,0.0,0.0,0.0,0.0,0.0,,,False,0,withdrew,2.0,True
28,9,Lamar Odom,Peta Murgatroyd,Eliminated Week 4,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
28,9,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Eliminated Week 6,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
28,9,Sean Spicer,Lindsay Arnold,Eliminated Week 9,6,6.5,6.0,6.5,6.0,25.0,6.0,0.11990407673860912,True,1,eliminated,9.0,False
28,9,Mary Wilson,Brandon Armstrong,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
28,9,Lauren Alaina,Gleb Savchenko,4th Place,4,9.0,9.0,8.5,8.5,35.0,5.0,0.16786570743405277,True,0,finished,11.0,False
28,9,Ally Brooke,Sasha Farber,3rd Place,3,10.0,10.0,10.0,10.0,40.0,1.0,0.19184652278177458,True,0,finished,11.0,False
28,9,Karamo Brown,Jenna Johnson,Eliminated Week 7,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
28,9,Hannah Brown,Alan Bersten,1st Place,1,9.0,8.5,9.0,9.0,35.5,4.0,0.17026378896882494,True,0,finished,11.0,False
29,9,Anne Heche,Keo Motsepe,Eliminated Week 4,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
29,9,Jesse Metcalfe,Sharna Burgess,Eliminated Week 5,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
29,9,Chrishell Stause,Gleb Savchenko,Eliminated Week 8,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
29,9,Skai Jackson,Alan Bersten,Eliminated Week 10,5,9.6666,9.6666,9.6666,,28.9998,3.5,0.15025865392188154,True,0,eliminated,10.0,False
29,9,Justina Machado,Sasha Farber,4th Place,4,8.6666,8.6666,8.6666,,25.9998,5.0,0.13471454803957736,True,0,finished,11.0,False
29,9,Charles Oakley,Emma Slater,Eliminated Week 2,15,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
29,9,Veron Davis,Peta Murgatroyd,Eliminated Week 6,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
29,9,Johnny Weir,Britt Stewart,Eliminated Week 10,6,10.0,10.0,10.0,,30.0,1.5,0.15544105882304174,True,0,eliminated,10.0,False
29,9,Nev Schulman,Jenna Johnson,2nd Place,2,9.6666,9.6666,9.6666,,28.9998,3.5,0.15025865392188154,True,0,finished,11.0,False
29,9,AJ McLean,Cheryl Burke,Eliminated Week 9,7,7.6666,8.6666,8.6666,,24.9998,6.0,0.12953317941214265,True,1,eliminated,9.0,False
29,9,Nelly,Daniella Karagach,3rd Place,3,8.0,8.0,8.0,,24.0,7.0,0.1243528470584334,True,0,finished,11.0,False
29,9,Kaitlyn Bristowe,Artem Chigvintsev,1st Place,1,10.0,10.0,10.0,,30.0,1.5,0.15544105882304174,True,0,finished,11.0,False
29,9,Carole Baskin,Pasha Pashkov,Eliminated Week 3,14,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
29,9,Monica Aldama,Valentin Chmerkovskiy,Eliminated Week 7,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
29,9,Jeannie Mai,Brandon Armstrong,Withdrew,9,0.0,0.0,0.0,,0.0,,,False,0,withdrew,7.0,True
30,9,Martin Kove,Britt Stewart,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
30,9,Brian Austin Green,Sharna Burgess,Eliminated Week 4,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
30,9,Melora Hardin,Artem Chigvintsev,Eliminated Week 9,6,8.5,9.5,9.0,9.0,36.0,5.0,0.1592920353982301,True,1,eliminated,9.0,False
30,9,Matt James,Lindsay Arnold,Eliminated Week 4,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
30,9,"Mike ""The Miz"" Mizanin",Witney Carson,Eliminated Week 7,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
30,9,Suni Lee,Sasha Farber,Eliminated Week 9,5,10.0,9.0,9.5,9.0,37.5,3.5,0.16592920353982302,True,1,eliminated,9.0,False
30,9,Iman Shumpert,Daniella Karagach,1st Place,1,9.5,9.0,10.0,9.0,37.5,3.5,0.16592920353982302,True,0,finished,10.0,False
30,9,Cody Rigsby,Cheryl Burke,3rd Place,3,9.0,9.0,8.5,9.0,35.5,6.0,0.1570796460176991,True,0,finished,10.0,False
30,9,Melanie C,Gleb Savchenko,Eliminated Week 5,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,5.0,True
30,9,Jimmie Allen,Emma Slater,Eliminated Week 8,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
30,9,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
30,9,JoJo Siwa,Jenna Johnson,2nd Place,2,10.0,10.0,10.0,10.0,40.0,1.0,0.17699115044247787,True,0,finished,10.0,False
30,9,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
30,9,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
30,9,Amanda Kloots,Alan Bersten,4th Place,4,9.5,10.0,10.0,10.0,39.5,2.0,0.1747787610619469,True,0,finished,10.0,False
31,9,Jason Lewis,Peta Murgatroyd,Eliminated Week 1,16,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,1.0,True
31,9,Cheryl Ladd,Louis van Amstel,Eliminated Week 3,14,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
31,9,Selma Blair,Sasha Farber,Withdrew,12,0.0,0.0,0.0,0.0,0.0,,,False,0,withdrew,5.0,True
31,9,Joseph Baena,Daniella Karagach,Eliminated Week 5,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,5.0,True
31,9,Trevor Donovan,Emma Slater,Eliminated Week 9,6,8.5,8.0,8.0,8.0,32.5,6.0,0.14772727272727273,True,1,eliminated,9.0,False
31,9,Daniel Durant,Britt Stewart,Eliminated Week 9,5,9.0,8.0,9.0,8.5,34.5,5.0,0.15681818181818183,True,1,eliminated,9.0,False
31,9,Wayne Brady,Witney Carson,3rd Place,3,9.5,9.0,9.0,9.0,36.5,3.5,0.16590909090909092,True,0,finished,10.0,False
31,9,Sam Champion,Cheryl Burke,Eliminated Week 4,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
31,9,Jessie James Decker,Alan Bersten,Eliminated Week 6,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
31,9,Jordin Sparks,Brandon Armstrong,Eliminated Week 7,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
31,9,Heidi D'Amelio,Artem Chigvintsev,Eliminated Week 8,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
31,9,Charli D'Amelio,Mark Ballas,1st Place,1,10.0,10.0,10.0,10.0,40.0,1.5,0.18181818181818182,True,0,finished,10.0,False
31,9,Teresa Giudice,Pasha Pashkov,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
31,9,Vinny Guadagnino,Koko Iwasaki,Eliminated Week 8,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
31,9,Shangela,Gleb Savchenko,4th Place,4,9.5,9.0,9.0,9.0,36.5,3.5,0.16590909090909092,True,0,finished,10.0,False
31,9,Gabby Windey,Valentin Chmerkovskiy,2nd Place,2,10.0,10.0,10.0,10.0,40.0,1.5,0.18181818181818182,True,0,finished,10.0,False
32,9,Jamie Lynn Spears,Alan Bersten,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
32,9,Mira Sorvino,Gleb Savchenko,Eliminated Week 5,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,5.0,True
32,9,Barry Williams,Peta Murgatroyd,Eliminated Week 8,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
32,9,Alyson Hannigan,Sasha Farber,5th Place,5,7.75,7.75,8.75,7.75,32.0,5.0,0.14479638009049775,True,0,finished,11.0,False
32,9,Xochitl Gomez,Valentin Chmerkovskiy,1st Place,1,9.75,9.75,10.75,10.75,41.0,2.0,0.18552036199095023,True,0,finished,11.0,False
32,9,Adrian Peterson,Britt Stewart,Eliminated Week 4,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
32,9,Matt Walsh,Koko Iwasaki,Eliminated Week 1,14,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,1.0,True
32,9,Tyson Beckford,Jenna Johnson,Eliminated Week 3,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
32,9,Jason Mraz,Daniella Karagach,2nd Place,2,10.75,10.75,10.75,10.75,43.0,1.0,0.19457013574660634,True,0,finished,11.0,False
32,9,Lele Pons,Brandon Armstrong,Eliminated Week 7,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
32,9,Harry Jowsey,Rylee Arnold,Eliminated Week 9,6,8.0,7.0,8.0,7.0,30.0,6.0,0.13574660633484162,True,1,eliminated,9.0,False
32,9,Mauricio Umansky,Emma Slater,Eliminated Week 6,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
32,9,Charity Lawson,Artem Chigvintsev,4th Place,4,9.0,10.0,9.0,10.0,38.0,3.0,0.17194570135746606,True,0,finished,11.0,False
32,9,Ariana Madix,Pasha Pashkov,3rd Place,3,9.0,9.0,9.0,10.0,37.0,4.0,0.167420814479638,True,0,finished,11.0,False
33,9,Tori Spelling,Pasha Pashkov,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
33,9,Eric Roberts,Britt Stewart,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
33,9,Reginald VelJohnson,Emma Slater,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
33,9,Chandler Kinney,Brandon Armstrong,3rd Place,3,10.0,10.0,10.0,,30.0,1.0,0.20618556701030927,True,0,finished,9.0,False
33,9,Dwight Howard ,Daniella Karagach,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
33,9,Danny Amendola,Witney Carson,5th Place,5,9.0,9.5,9.5,,28.0,5.0,0.19243986254295534,True,0,finished,9.0,False
33,9,Stephen Nedoroscik,Rylee Arnold,4th Place,4,10.0,9.5,10.0,,29.5,2.5,0.2027491408934708,True,0,finished,9.0,False
33,9,Ilona Maher,Alan Bersten,2nd Place,2,9.5,9.5,9.5,,28.5,4.0,0.1958762886597938,True,0,finished,9.0,False
33,9,Anna Delvey,Ezra Sosa,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
33,9,Brooks Nader,Gleb Savchenko,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
33,9,Phaedra Parks,Val Chmerkovskiy,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
33,9,Jenn Tran,Sasha Farber,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
33,9,Joey Graziadei,Jenna Johnson,1st Place,1,9.5,10.0,10.0,,29.5,2.5,0.2027491408934708,True,0,finished,9.0,False
34,9,Corey Feldman,Jenna Johnson,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
34,9,Danielle Fishel,Pasha Pashkov,Eliminated Week 8,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
34,9,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),5th Place,5,9.0,9.0,9.0,9.0,36.0,6.0,0.13333333333333333,True,0,finished,11.0,False
34,9,Baron Davis,Britt Stewart,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
34,9,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),3rd Place,3,9.5,10.5,9.5,9.5,39.0,5.0,0.14444444444444443,True,0,finished,11.0,False
34,9,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Eliminated Week 9,7,8.0,7.0,7.0,7.0,29.0,7.0,0.10740740740740741,True,1,eliminated,9.0,False
34,9,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),1st Place,1,10.5,10.5,10.5,10.5,42.0,2.0,0.15555555555555556,True,0,finished,11.0,False
34,9,Hilaria Baldwin,Gleb Savchenko,Eliminated Week 4,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
34,9,Lauren Jauregui,Brandon Armstrong,Eliminated Week 3,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
34,9,Scott Hoying,Rylee Arnold,Eliminated Week 6,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
34,9,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),2nd Place,2,10.0,10.0,10.0,10.0,40.0,4.0,0.14814814814814814,True,0,finished,11.0,False
34,9,Jen Affleck,Jan Ravnik,Eliminated Week 7,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
34,9,Whitney Leavitt,Mark Ballas,Eliminated Week 10,6,10.5,10.5,10.5,10.5,42.0,2.0,0.15555555555555556,True,0,eliminated,10.0,False
34,9,Dylan Efron,Daniella Karagach (Rumer Willis week 9),4th Place,4,10.5,10.5,10.5,10.5,42.0,2.0,0.15555555555555556,True,0,finished,11.0,False
3,10,Harry Hamlin,Ashly DelGrosso,Eliminated Week 3,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
3,10,Vivica A. Fox,Nick Kosovich,Eliminated Week 4,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
3,10,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
3,10,Joey Lawrence,Edyta Sliwinska,3rd Place,3,0.0,0.0,0.0,,0.0,,,False,0,finished,9.0,True
3,10,Mario Lopez,Karina Smirnoff,2nd Place,2,10.0,10.0,9.6666,,29.666600000000003,1.5,0.5,True,0,finished,10.0,False
3,10,Emmitt Smith,Cheryl Burke,1st Place,1,10.0,9.6666,10.0,,29.666600000000003,1.5,0.5,True,0,finished,10.0,False
3,10,Shanna Moakler,Jesse DeSoto,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
3,10,Willa Ford,Maksim Chmerkoskiy,Eliminated Week 5,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
3,10,Sara Evans,Tony Dovolani,Withdrew,6,0.0,0.0,0.0,,0.0,,,False,0,withdrew,5.0,True
3,10,Jerry Springer,Kym Johnson,Eliminated Week 7,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
3,10,Tucker Carlson,Elena Grinenko,Eliminated Week 1,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
4,10,John Ratzenberger,Edyta Sliwinska,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
4,10,Ian Ziering,Cheryl Burke,Eliminated Week 9,4,0.0,0.0,0.0,,0.0,,,False,0,eliminated,9.0,True
4,10,Clyde Drexler,Elena Grinenko,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
4,10,Laila Ali,Maksim Chmerkoskiy,3rd Place,3,9.6666,9.0,9.6666,,28.333200000000005,3.0,0.3281854310465651,True,0,finished,10.0,False
4,10,Apolo Anton Ohno,Julianne Hough,1st Place,1,9.6666,9.6666,10.0,,29.3332,1.0,0.33976850076853665,True,0,finished,10.0,False
4,10,Shandi Finnessey,Brian Fortuna,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
4,10,Paulina Porizkova,Alec Mazo,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
4,10,Heather Mills,Jonathan Roberts,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
4,10,Billy Ray Cyrus,Karina Smirnoff,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
4,10,Joey Fatone,Kym Johnson,2nd Place,2,9.6666,9.3333,9.6666,,28.6665,2.0,0.3320460681848982,True,0,finished,10.0,False
4,10,Leeza Gibbons,Tony Dovolani,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
5,10,Cameron Mathison,Edyta Sliwinska,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
5,10,Jane Seymour,Tony Dovolani,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
5,10,Sabrina Bryan,Mark Ballas,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
5,10,Jennie Garth,Derek Hough,Eliminated Week 9,4,0.0,0.0,0.0,,0.0,,,False,0,eliminated,9.0,True
5,10,Floyd Mayweather Jr. ,Karina Smirnoff,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
5,10,Josie Maran,Alec Mazo,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
5,10,Albert Reed,Anna Trebunskaya,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
5,10,Helio Castroneves,Julianne Hough,1st Place,1,9.0,9.3333,9.6666,,27.999900000000004,2.0,0.35294095402801606,True,0,finished,10.0,False
5,10,Mel B,Maksim Chmerkoskiy,2nd Place,2,9.3333,9.3333,9.6666,,28.333199999999998,1.0,0.35714222688890257,True,0,finished,10.0,False
5,10,Wayne Newton,Cheryl Burke,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
5,10,Marie Osmond,Jonathan Roberts,3rd Place,3,8.0,7.5,7.5,,23.0,3.0,0.2899168190830813,True,0,finished,10.0,False
5,10,Mark Cuban,Kym Johnson,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
6,10,Cristian de la Fuente,Cheryl Burke,3rd Place,3,9.0,8.0,9.0,,26.0,3.0,0.3076923076923077,True,0,finished,10.0,False
6,10,Steve Guttenberg,Anna Trebunskaya,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
6,10,Priscilla Presley,Louis van Amstel,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
6,10,Marlee Matlin,Fabian Sanchez,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
6,10,Shannon Elizabeth,Derek Hough,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
6,10,Marissa Jaret Winokur,Tony Dovolani,Eliminated Week 9,4,0.0,0.0,0.0,,0.0,,,False,0,eliminated,9.0,True
6,10,Jason Taylor,Edyta Sliwinska,2nd Place,2,9.5,9.5,9.5,,28.5,2.0,0.33727810650887574,True,0,finished,10.0,False
6,10,Kristi Yamaguchi,Mark Ballas,1st Place,1,10.0,10.0,10.0,,30.0,1.0,0.35502958579881655,True,0,finished,10.0,False
6,10,Monica Seles,Jonathan Roberts,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
6,10,Penn Jillette,Kym Johnson,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
6,10,Adam Carolla,Julianne Hough,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
6,10,Mario,Karina Smirnoff,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
7,10,Ted McGinley,Inna Brayer,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
7,10,Cloris Leachman,Corky Ballas,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
7,10,Susan Lucci,Tony Dovolani,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
7,10,Cody Linley,Julianne Hough,Eliminated Week 9,4,0.0,0.0,0.0,,0.0,,,False,0,eliminated,9.0,True
7,10,Misty May-Treanor,Maksim Chmerkoskiy,Withdrew,10,0.0,0.0,0.0,,0.0,,,False,0,withdrew,2.0,True
7,10,Maurice Greene,Cheryl Burke,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
7,10,Warren Sapp,Kym Johnson,2nd Place,2,9.0,9.5,9.0,,27.5,2.5,0.3235294117647059,True,0,finished,10.0,False
